hostname,pl_name,rowupdate,sy_pnum,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,flag,pl_relincl,pl_relinclerr1,pl_relinclerr2
TOI-421,TOI-421 b,2024-08-07,2,0.0557,0.0014,-0.0014,6.9350000000000005,0.63,-0.63,0.14650000000000002,0.066,-0.0605,85.68,0.36,-0.46,2.6729999999999876,0.36835309147609985,-0.467606672321942,05+-,2.6729999999999876,0.36835309147609985,-0.467606672321942
TOI-421,TOI-421 c,2024-08-07,2,0.1189,0.00285,-0.00285,15.260000000000002,1.23,-1.22,0.152,0.042,-0.042,88.353,0.078,-0.084,0.0,0.11030865786510141,-0.11879393923934,05+-,0.0,0.11030865786510141,-0.11879393923934
TOI-1338 A,TOI-1338 A b,2024-08-07,2,0.4607,0.0086,-0.0088,21.8,2.1,-2.1,0.088,0.0043,-0.0033,89.932,0.1815,-0.137,7.067999999999998,6.702457926014903,-6.801379933513492,05+-,7.067999999999998,6.702457926014903,-6.801379933513492
TOI-1338 A,TOI-1338 A c,2024-08-07,2,0.7592992450282123,0.016,-0.016,70.30000000000001,7.9,-7.7,0.0985,0.032,-0.026,97.0,6.7,-6.8,0.0,9.475230867899738,-9.616652224137045,05+-,0.0,9.475230867899738,-9.616652224137045
HD 158259,HD 158259 e,2020-04-10,5,0.07998774796502639,0.0,0.0,6.08,0.94,-1.03,0.12200879700142936,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+-3+-4+4-5+-,0.0,0.0,-0.0
TOI-238,TOI-238 b,2024-04-15,2,0.02119,0.00039000000000000005,-0.00039000000000000005,3.4,0.46,-0.46,0.18,0.0,0.0,85.19,2.21,-3.42,2.7480000000000047,2.2117913554402007,-3.4211578449408027,01+1-5+-,2.7480000000000047,2.2117913554402007,-3.4211578449408027
HD 158259,HD 158259 f,2020-04-10,5,0.10540743537555992,0.0,0.0,6.14,1.31,-1.37,0.12200879700142936,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+-3+-4+4-5+-,0.0,0.0,-0.0
Kepler-93,Kepler-93 c,2014-05-14,2,3.5400626903225056,0.0,0.0,1827.7775,0.0,0.0,0.31066330191540814,0.0,0.0,86.52,0.044,-0.044,0.0,0.06222539674441618,-0.06222539674441618,01+-2+2-3+-4+4-5+-,0.0,0.06222539674441618,-0.06222539674441618
Kepler-36,Kepler-36 b,2020-05-04,2,0.1155,0.0015,-0.0015,3.9,0.33,-0.27,0.0,0.0,0.0,89.38,0.69,-0.71,-2.8599999999999994,0.8491907912830896,-0.8198780397107853,01+1-5+-,-2.8599999999999994,0.8491907912830896,-0.8198780397107853
Kepler-68,Kepler-68 b,2023-04-17,4,0.06140917476881691,0.000495,-0.000495,7.84,1.58461,-1.58461,0.0,0.13,-0.02,88.765,0.9,-0.9,0.0,1.2727922061357855,-1.2727922061357855,05+-,0.0,1.2727922061357855,-1.2727922061357855
Kepler-93,Kepler-93 b,2023-04-17,2,0.05341410906543111,0.001325,-0.001325,3.9099999999999997,0.7639800000000001,-0.7639800000000001,0.0,0.0,0.0,86.52,0.044,-0.044,0.0,0.06222539674441618,-0.06222539674441618,01+1-5+-,0.0,0.06222539674441618,-0.06222539674441618
TOI-1670,TOI-1670 b,2022-03-16,2,0.103,0.002,-0.002,41.31769,0.0,0.0,0.59,0.17,-0.26,86.87,1.16,-1.07,1.9699999999999989,1.1606894502837526,-1.0707474025184465,02+2-5+-,1.9699999999999989,1.1606894502837526,-1.0707474025184465
Kepler-47,Kepler-47 b,2019-04-22,3,0.29195000000000004,0.0029000000000000002,-0.0029000000000000002,319.035,23.7,-2.07,0.028000000000000004,0.0025,-0.0022,89.726,0.2815,-0.10250000000000001,0.28249999999999886,0.28158702029745614,-0.10273874634236103,05+-,0.28249999999999886,0.28158702029745614,-0.10273874634236103
Kepler-47,Kepler-47 d,2019-04-22,3,0.6992,0.0031,-0.0033,19.02,23.84,-11.67,0.024,0.025,-0.017,90.395,0.009,-0.012,-0.38649999999999807,0.011401754250991379,-0.013892443989449804,05+-,-0.38649999999999807,0.011401754250991379,-0.013892443989449804
TOI-216,TOI-216.02,2022-04-12,2,0.1293,0.0067,-0.0051,24.37594,10.31783,-7.31783,0.14600000000000002,0.031,-0.0125,88.364,0.042,-0.068,1.465999999999994,0.1177454882362802,-0.13792751719653334,05+-,1.465999999999994,0.1177454882362802,-0.13792751719653334
TOI-700,TOI-700 e,2023-01-18,4,0.134,0.0022,-0.0022,0.7712233414356949,0.7038302899341974,-0.42637669828838337,0.059,0.057,-0.042,89.6,0.21,-0.16,-0.715999999999994,0.2252604048651249,-0.18867962264113208,02+-5+-,-0.715999999999994,0.2252604048651249,-0.18867962264113208
K2-19,K2-19 c,2022-01-31,3,0.09960945899584353,0.0029,-0.0029,13.350000000000001,5.05,-2.0999999999999996,0.0915,0.15649999999999997,-0.0165,89.044,0.14,-0.41,0.3785000000000025,0.4285148772213166,-0.6504805915628844,05+-,0.3785000000000025,0.4285148772213166,-0.6504805915628844
HD 40307,HD 40307 b,2014-05-14,5,0.0475,0.0011,-0.0011,4.0,0.8,-0.7,0.1964,0.0970935,-0.10709350000000001,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 40307,HD 40307 d,2014-05-14,5,0.134,0.0029,-0.0029,9.5,1.7,-1.5,0.07,0.07257,-0.052570000000000006,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 40307,HD 40307 g,2014-05-14,5,0.60345,0.017480000000000002,-0.016980000000000002,7.1,2.6,-2.6,0.25525,0.21065,-0.20065,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
Kepler-305,Kepler-305 e,2020-09-08,4,0.03982220906370895,0.0,0.0,4.671806168638106,2.3916861480157072,-1.8642205295148315,0.0,0.0,0.0,89.38,0.0,0.0,-3.4399999999999977,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-3.4399999999999977,0.0,-0.0
TOI-178,TOI-178 e,2021-03-12,6,0.0783,0.0023,-0.0024,3.86,1.25,-0.94,0.10130392540225952,0.0,0.0,88.71,0.16,-0.13,0.01300000000000523,0.17504570831642804,-0.14717676447048292,01+-5+-,0.01300000000000523,0.17504570831642804,-0.14717676447048292
Kepler-186,Kepler-186 f,2015-01-14,5,0.40114298820525174,0.10950000000000001,-0.0505,1.268138039298906,0.7083833101199493,-0.47883763140268953,0.0,0.07,-0.04,89.95,0.04,-0.1,-2.2900000000000063,0.04,-0.1,02+-5+-,-2.2900000000000063,0.04,-0.1
Kepler-305,Kepler-305 b,2014-05-14,4,0.05698601275543308,0.0,0.0,8.85,4.0,-2.9,0.0,0.0035,-0.0034,85.94,0.0,0.0,0.0,0.0,-0.0,03+3-4+4-5+-,0.0,0.0,-0.0
Kepler-305,Kepler-305 c,2014-05-14,4,0.07503633333277987,0.0,0.0,5.25,5.45,-2.9000000000000004,0.0,0.0,0.0,84.8,0.0,0.0,1.1400000000000006,0.0,-0.0,01+1-3+3-4+4-5+-,1.1400000000000006,0.0,-0.0
Kepler-49,Kepler-49 e,2014-05-14,4,0.116,0.0,0.0,3.6341428333541685,1.4854837491692896,-1.2777004671003218,0.0,0.0,0.0,89.95,0.0,0.0,-0.5700000000000074,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-0.5700000000000074,0.0,-0.0
Kepler-85,Kepler-85 d,2014-05-14,4,0.1321733273082216,0.0,0.0,2.1936037282450074,1.8768710493000076,-1.2149807299453483,0.0,0.0,0.0,88.38499999999999,0.0,0.0,-0.7249999999999943,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-0.7249999999999943,0.0,-0.0
Kepler-24,Kepler-24 d,2014-05-14,4,0.05082938802342686,0.0,0.0,3.9246895892452662,2.5157705116866667,-1.9615698880078034,0.0,0.0,0.0,86.52,0.0,0.0,-9.170000000000002,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-9.170000000000002,0.0,-0.0
Kepler-186,Kepler-186 b,2014-05-14,5,0.03831158473560711,0.003035,-0.003035,1.3243553257183986,0.6110962731561536,-0.45434690944907563,0.0,0.0,0.0,89.95,0.0,0.0,-2.2900000000000063,0.0,-0.0,01+1-2+-3+3-5+-,-2.2900000000000063,0.0,-0.0
Kepler-186,Kepler-186 d,2014-05-14,5,0.0871908488278865,0.006670000000000001,-0.006670000000000001,3.400507258424178,1.8119559828354475,-1.2415889112077276,0.0,0.0,0.0,87.66,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-5+-,0.0,0.0,-0.0
LTT 3780,LTT 3780 b,2024-03-26,2,0.01199,0.00028,-0.00029,2.465,0.24,-0.235,0.016,0.051,-0.032,86.1,0.92,-0.68,3.030000000000001,0.9646242791885347,-0.7021573897638621,05+-,3.030000000000001,0.9646242791885347,-0.7021573897638621
TOI-1130,TOI-1130 b,2024-02-05,2,0.04394,0.000355,-0.00037,19.28,0.97,-0.97,0.22,0.11,-0.11,87.98,0.86,-0.46,-0.5499999999999972,0.8747571091451615,-0.48703182647543686,05+-,-0.5499999999999972,0.8747571091451615,-0.48703182647543686
K2-19,K2-19 b,2022-01-31,3,0.07562458641789963,0.0022,-0.0022,38.2,7.15,-6.95,0.023,0.082,-0.03,89.4225,0.405,-0.505,0.0,0.5727564927611035,-0.714177848998413,05+-,0.0,0.5727564927611035,-0.714177848998413
LTT 3780,LTT 3780 c,2024-03-26,2,0.0762,0.0018,-0.0018,7.529999999999999,0.6599999999999999,-0.64,0.045,0.051000000000000004,-0.041,89.13,0.29,-0.175,0.0,0.41012193308819755,-0.24748737341529162,05+-,0.0,0.41012193308819755,-0.24748737341529162
HD 191939,HD 191939 d,2022-11-14,6,0.2111,0.0052499999999999995,-0.005050000000000001,2.8,0.95,-0.95,0.0,0.018,-0.012,89.49,0.05,-0.08,-0.789999999999992,0.70178344238091,-0.7045565981523414,05+-,-0.789999999999992,0.70178344238091,-0.7045565981523414
TOI-561,TOI-561 b,2023-03-15,4,0.0106,0.00013,-0.00013,2.24,0.36,-0.36,0.0,0.0,0.0,87.2,1.9,-2.1,2.575000000000003,1.9047900146735335,-2.1019276866724033,01+1-5+-,2.575000000000003,1.9047900146735335,-2.1019276866724033
TOI-561,TOI-561 c,2023-03-15,4,0.088245,0.0011,-0.0011,6.6,0.98,-0.98,0.03,0.067,-0.042,89.53,0.32,-0.39,0.24500000000000455,0.34731109973624513,-0.40024992192379,05+-,0.24500000000000455,0.34731109973624513,-0.40024992192379
TOI-561,TOI-561 d,2023-03-15,4,0.15745,0.0025,-0.0025,12.05,1.19,-1.19,0.051,0.059,-0.041999999999999996,89.47,0.245,-0.16,0.3050000000000068,0.2797320146139873,-0.1835755975068582,05+-,0.3050000000000068,0.2797320146139873,-0.1835755975068582
Kepler-20,Kepler-20 b,2023-04-17,6,0.04565,0.00089,-0.00089,9.60649,1.434445,-1.4494449999999999,0.0,0.09,-0.03,85.935,0.22,-1.594,3.888999999999996,0.275,-1.5948808732943034,05+-,3.888999999999996,0.275,-1.5948808732943034
Kepler-20,Kepler-20 e,2023-04-17,6,0.06335,0.00155,-0.0013,1.92,0.0,0.0,0.0,0.0,0.0,87.646,1.085,-0.13,2.1779999999999973,1.0974743732771166,-0.14038874598770373,01+1-2+2-5+-,2.1779999999999973,1.0974743732771166,-0.14038874598770373
Kepler-20,Kepler-20 f,2023-04-17,6,0.1387,0.00315,-0.0031000000000000003,7.8500000000000005,0.0,0.0,0.0,0.0,0.0,89.084,0.426,-0.072,0.7399999999999949,0.45683804570109965,-0.08940357934669059,01+1-2+2-5+-,0.7399999999999949,0.45683804570109965,-0.08940357934669059
Kepler-37,Kepler-37 b,2023-04-17,4,0.1025,0.0011,-0.00125,3.1783,3.1783,-3.1783,0.0,0.21,-0.08,88.63,0.3,-0.53,1.3200000000000074,0.3030659994126692,-0.5320798812208558,05+-,1.3200000000000074,0.3030659994126692,-0.5320798812208558
Kepler-37,Kepler-37 c,2023-04-17,4,0.1398,0.0015500000000000002,-0.0017000000000000001,6.65,0.0,0.0,0.0,0.18,-0.09,89.88,0.19,-0.33,0.07000000000000739,0.19480503073586164,-0.3333301666516249,02+2-5+-,0.07000000000000739,0.19480503073586164,-0.3333301666516249
LTT 1445 A,LTT 1445 A b,2023-08-22,2,0.0381,0.00068,-0.000705,2.73,0.26,-0.25,0.19,0.35,-0.14,89.4,0.41,-0.46,0.0,0.5798275605729689,-0.6505382386916237,05+-,0.0,0.5798275605729689,-0.6505382386916237
HD 42813,HD 42813 c,2023-09-05,3,0.0436,0.0006,-0.0007,4.5,0.3,-0.3,0.20543615100312596,0.0,0.0,86.3,0.8,-0.6,3.0,0.894427190999916,-0.6708203932499369,01+-5+-,3.0,0.894427190999916,-0.6708203932499369
GJ 9827,GJ 9827 b,2024-03-25,3,0.01889,0.00035,-0.000355,4.585,0.475,-0.46499999999999997,0.0315,0.0,0.0,86.07,1.08,-0.96,0.0,1.5273506473629428,-1.3576450198781713,01+1-5+-,0.0,1.5273506473629428,-1.3576450198781713
TOI-1347,TOI-1347 c,2024-03-04,2,0.05466660469058401,0.0009,-0.001,7.7,0.0,0.0,0.0,0.0,0.0,87.5,0.4,-0.4,-8.0,0.8062257748298549,-0.8062257748298549,01+1-2+2-5+-,-8.0,0.8062257748298549,-0.8062257748298549
Kepler-23,Kepler-23 d,2024-06-10,3,0.1235,0.0,0.0,11.020000000000001,7.5,-6.555,0.0,0.127,-0.044,89.38,0.0,0.0,0.0,0.0,-0.0,03+3-4+4-5+-,0.0,0.0,-0.0
Kepler-24,Kepler-24 b,2024-06-10,4,0.07869395146807048,0.0,0.0,33.3,6.525,-5.015,0.0,0.014,-0.016,79.07,0.0,0.0,-1.7199999999999989,0.0,-0.0,03+3-4+4-5+-,-1.7199999999999989,0.0,-0.0
Kepler-49,Kepler-49 b,2024-06-10,4,0.05965424391944761,0.00227,-0.00227,8.6,1.9,-1.6,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-3+3-5+-,0.0,0.0,-0.0
Kepler-49,Kepler-49 c,2024-06-10,4,0.07869448679775967,0.003,-0.003,8.3,1.5,-1.5,0.0,0.023,-0.005,85.94,0.0,0.0,3.4399999999999977,0.0,-0.0,03+3-5+-,3.4399999999999977,0.0,-0.0
Kepler-28,Kepler-28 b,2024-06-10,2,0.054875,0.00291,-0.00291,8.8,2.155,-1.75,0.0,0.0,0.0,87.66,0.0,0.0,-0.5699999999999932,0.0,-0.0,01+1-3+3-5+-,-0.5699999999999932,0.0,-0.0
Kepler-58,Kepler-58 d,2014-05-14,4,0.230803444612727,0.0,0.0,10.685176962776396,9.646128454076624,-5.234752406479512,0.0,0.0,0.0,87.66,0.0,0.0,-2.289999999999992,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-2.289999999999992,0.0,-0.0
TOI-1836,TOI-1836 b,2024-07-22,2,0.157,0.003,-0.003,24.7,6.1,-5.9,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+1-3+-5+-,0.0,0.0,-0.0
HD 93963 A,HD 93963 A c,2024-07-22,2,0.047695,0.000825,-0.0008749999999999999,18.799999999999997,3.65,-3.5999999999999996,0.0,0.0,0.0,86.31,0.19,-0.19,0.0,0.26870057685088805,-0.26870057685088805,01+1-5+-,0.0,0.26870057685088805,-0.26870057685088805
TOI-2076,TOI-2076 c,2024-07-22,3,0.1093,0.003,-0.003,55.0,0.0,0.0,0.0,0.0,0.0,89.84,0.12,-0.12,0.0,0.16970562748477142,-0.16970562748477142,01+1-2+2-5+-,0.0,0.16970562748477142,-0.16970562748477142
TOI-1288,TOI-1288 c,2024-07-22,2,1.0819784372178174,0.03,-0.03,84.85,9.55,-9.35,0.065,0.07,-0.09,88.9,1.0,-0.55,0.0,1.4142135623730951,-0.7778174593052023,03+-5+-,0.0,1.4142135623730951,-0.7778174593052023
TOI-1246,TOI-1246 c,2024-07-22,4,0.061,0.0015,-0.0015,8.95,1.25,-1.2,0.0,0.0,0.0,89.3,0.5,-0.5,0.0,0.5099019513592785,-0.5099019513592785,01+1-5+-,0.0,0.5099019513592785,-0.5099019513592785
TOI-1669,TOI-1669 b,2024-07-22,2,1.2530736056861982,0.03,-0.03,186.55784,24.25965,-23.75965,0.07,0.13,-0.13,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 63935,HD 63935 b,2024-07-23,2,0.08310866067728062,0.002,-0.002,10.65,1.7000000000000002,-1.65,0.0,0.0,0.0,88.49,0.002,-0.002,-0.24899999999999523,0.0022360679774997894,-0.0022360679774997894,01+1-5+-,-0.24899999999999523,0.0022360679774997894,-0.0022360679774997894
TOI-836,TOI-836 b,2023-02-25,2,0.0422,0.00093,-0.00093,4.53,0.92,-0.86,0.053,0.042,-0.042,87.57,0.44,-0.44,1.1300000000000097,1.5632018423735305,-1.5632018423735305,05+-,1.1300000000000097,1.5632018423735305,-1.5632018423735305
K2-198,K2-198 b,2019-08-09,3,0.15234930746912026,0.0,0.0,20.598033675673104,6.724658716557045,-6.410532736735771,0.20543615100312596,0.0,0.0,89.397,0.4,-0.595,0.0,0.5656854249492381,-0.8414570696119915,01+-2+-4+4-5+-,0.0,0.5656854249492381,-0.8414570696119915
KOI-94,KOI-94 b,2014-05-14,4,0.049856067195199805,0.00067,-0.00067,8.128475,4.20182,-4.20182,0.0,0.17,-0.17,86.23,0.57,-0.57,3.67049999999999,0.5824946351684279,-0.5824946351684279,05+-,3.67049999999999,0.5824946351684279,-0.5824946351684279
KOI-94,KOI-94 d,2014-05-14,4,0.16405481425686683,0.0022,-0.0022,69.000915,9.83432,-7.88432,0.0,0.038,-0.038,89.9005,0.12,-0.12,0.0,0.16970562748477142,-0.16970562748477142,05+-,0.0,0.16970562748477142,-0.16970562748477142
Kepler-176,Kepler-176 c,2014-05-14,4,0.10042415152952415,0.0,0.0,23.0,13.5,-8.0,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-3+3-4+4-5+-,0.0,0.0,-0.0
WASP-53,WASP-53 b,2017-01-31,2,0.04101088353206213,0.00083,-0.00091,677.61356,29.24036,-29.87602,0.03,0.0,0.0,87.08,0.16,-0.15,0.0,0.2262741699796952,-0.21213203435596426,01+1-5+-,0.0,0.2262741699796952,-0.21213203435596426
HD 158259,HD 158259 d,2020-04-10,5,0.060251937641126026,0.0,0.0,5.41,0.74,-0.71,0.12200879700142936,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+-3+-4+4-5+-,0.0,0.0,-0.0
TOI-5398,TOI-5398 c,2023-11-06,2,0.057,0.003,-0.003,11.8,4.8,-4.7,0.14,0.0,0.0,88.4,0.0,0.0,0.8099999999999881,0.31,-0.21,01+1-3+3-5+-,0.8099999999999881,0.31,-0.21
Kepler-58,Kepler-58 b,2021-09-22,4,0.09273383579921365,0.0,0.0,35.2,20.9,-14.5,0.0,0.044,-0.031,81.93,0.0,0.0,3.4399999999999977,0.0,-0.0,03+3-4+4-5+-,3.4399999999999977,0.0,-0.0
Kepler-54,Kepler-54 d,2014-05-14,3,0.1175,0.0,0.0,2.542396172535125,1.3857419324905593,-0.920741717148122,0.0,0.0,0.0,89.95,0.0,0.0,-6.299999999999997,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-6.299999999999997,0.0,-0.0
Kepler-54,Kepler-54 b,2021-09-20,3,0.0619,0.00246,-0.00246,12.295,2.9499999999999997,-2.605,0.0,0.02,-0.015,83.65,0.0,0.0,0.0,0.0,-0.0,03+3-5+-,0.0,0.0,-0.0
HD 158259,HD 158259 b,2020-04-10,5,0.03373760253600287,0.0,0.0,2.22,0.39,-0.45,0.12200879700142936,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+-3+-4+4-5+-,0.0,0.0,-0.0
Kepler-52,Kepler-52 c,2021-09-22,3,0.10801593388899028,0.00444,-0.00444,54.15,19.5,-15.0,0.0,0.018,-0.009,89.95,0.0,0.0,-2.8599999999999994,0.0,-0.0,03+3-5+-,-2.8599999999999994,0.0,-0.0
Kepler-58,Kepler-58 c,2021-09-22,4,0.12282773123233194,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,85.37,0.0,0.0,0.0,0.0,-0.0,01+1-2+2-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-176,Kepler-176 d,2014-05-14,4,0.1604,0.0,0.0,15.2,10.4,-5.8,0.0,0.0,0.0,88.81,0.0,0.0,0.5699999999999932,0.0,-0.0,01+1-3+3-4+4-5+-,0.5699999999999932,0.0,-0.0
Kepler-60,Kepler-60 b,2016-04-13,3,0.07497,0.0,0.0,4.19,0.6,-0.6,0.0,0.0,0.0,83.65,0.0,0.0,0.0,0.0,-0.0,01+1-3+3-4+4-5+-,0.0,0.0,-0.0
K2-136,K2-136 c,2023-04-10,3,0.1185,0.00124,-0.00129,18.1,1.9,-1.8,0.13,0.166,-0.07200000000000001,89.44999999999999,0.395,-0.53,0.0,0.5586143571373726,-0.7495331880577404,05+-,0.0,0.5586143571373726,-0.7495331880577404
TOI-1136,TOI-1136 c,2024-04-10,6,0.0669,0.00075,-0.00075,6.96,3.0999999999999996,-3.15,0.11,0.019,-0.019,89.11,0.5449999999999999,-0.775,0.23000000000000398,0.6269968101992226,-0.8257420904858853,05+-,0.23000000000000398,0.6269968101992226,-0.8257420904858853
TOI-1136,TOI-1136 d,2024-04-10,6,0.1062,0.0014,-0.0014,10.325,4.3,-4.3,0.016,0.0085,-0.007,89.305,0.39,-0.39,0.03499999999999659,0.49819674828324606,-0.4830372656431386,05+-,0.03499999999999659,0.49819674828324606,-0.4830372656431386
TOI-1136,TOI-1136 e,2024-04-10,6,0.1392905774774232,0.002,-0.002,15.035,1.09,-1.01,0.0425,0.007,-0.0085,89.255,0.38,-0.33999999999999997,0.08500000000000796,0.49040799340956914,-0.44364963653766243,05+-,0.08500000000000796,0.49040799340956914,-0.44364963653766243
TOI-1136,TOI-1136 g,2024-04-10,6,0.229,0.0035,-0.0035,8.899999999999999,6.7,-6.4,0.036,0.018,-0.013999999999999999,89.575,0.24,-0.215,-0.23499999999999943,0.3920459156782532,-0.3570014005574768,05+-,-0.23499999999999943,0.3920459156782532,-0.3570014005574768
TOI-1736,TOI-1736 c,2024-07-23,2,1.37,0.03,-0.03,2477.0,118.0,-118.0,0.3685,0.0021,-0.0021,69.0,15.0,-17.0,0.0,21.213203435596427,-24.041630560342615,05+-,0.0,21.213203435596427,-24.041630560342615
HIP 97166,HIP 97166 b,2024-07-23,2,0.09,0.0015,-0.0015,19.55,1.55,-1.5,0.22499999999999998,0.051,-0.051,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HIP 97166,HIP 97166 c,2024-07-22,2,0.124,0.002,-0.002,8.95,1.7000000000000002,-1.7000000000000002,0.125,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+1-3+-5+-,0.0,0.0,-0.0
TOI-1272,TOI-1272 b,2024-07-23,2,0.04145,0.00075,-0.00075,25.8,2.5,-2.4,0.344,0.0555,-0.058499999999999996,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
TOI-1272,TOI-1272 c,2024-07-22,2,0.07865,0.0012000000000000001,-0.0012000000000000001,24.2,3.35,-3.35,0.235,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
TOI-216,TOI-216.01,2022-04-12,2,0.2069,0.0107,-0.0082,188.99195500000002,88.178285,-53.178285,0.016800000000000002,0.01985,-0.0106,89.83,0.11,-0.12,0.0,0.15556349186104046,-0.16970562748477142,05+-,0.0,0.15556349186104046,-0.16970562748477142
WASP-132,WASP-132 c,2022-05-23,2,0.0182,0.0003,-0.0003,37.35,0.0,0.0,0.13,0.2,-0.09,86.64,1.12,-3.52,2.9599999999999937,1.1594826432508596,-3.5327609599292167,02+2-5+-,2.9599999999999937,1.1594826432508596,-3.5327609599292167
Kepler-396,Kepler-396 c,2014-05-14,2,0.3735,0.0,0.0,17.9,2.8,-1.3,0.0,0.0,0.0,89.62,0.02,-0.02,0.3299999999999983,0.02,-0.02,01+1-4+4-5+-,0.3299999999999983,0.02,-0.02
HD 39091,HD 39091 d,2022-05-03,3,0.4994598719487921,0.0,0.0,13.38,1.35,-1.35,0.22,0.079,-0.079,51.2,13.3,-9.3,0.0,18.809040379562166,-13.152186130069785,03+-4+4-5+-,0.0,18.809040379562166,-13.152186130069785
HD 110113,HD 110113 c,2021-02-05,2,0.068,0.001,-0.002,10.5,1.2,-1.2,0.045,0.079,-0.038,87.69,1.61,-1.94,0.0,2.276883835420683,-2.7435743110038042,03+-5+-,0.0,2.276883835420683,-2.7435743110038042
HAT-P-13,HAT-P-13 b,2014-10-15,2,0.0427,0.0006399999999999999,-0.0012,283.18653,9.37595,-10.647034999999999,0.0133,0.0045,-0.0044,83.4,0.6,-0.6,0.0,0.848528137423857,-0.848528137423857,05+-,0.0,0.848528137423857,-0.848528137423857
Kepler-396,Kepler-396 b,2014-05-14,2,0.228,0.0,0.0,75.5,11.8,-5.8,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-26,Kepler-26 d,2014-05-14,4,0.03806504166520866,0.00172,-0.00172,1.7682701695146075,0.7243687160060923,-0.5429143885425767,0.0,0.0,0.0,89.95,0.0,0.0,-1.1400000000000006,0.0,-0.0,01+1-2+-3+3-5+-,-1.1400000000000006,0.0,-0.0
K2-199,K2-199 c,2022-03-28,2,0.06662645240417933,0.0006000000000000001,-0.0006000000000000001,12.4,2.3,-2.3,0.03,0.06,-0.03,88.893,0.787,-1.251,0.0,1.1129860735876258,-1.7691811665287418,05+-,0.0,1.1129860735876258,-1.7691811665287418
K2-233,K2-233 c,2021-05-17,3,0.06676499999999999,0.00054,-0.00054,12.81,0.0,0.0,0.1001,0.0,0.0,89.275,0.45499999999999996,-0.435,0.07499999999998863,0.47055817918722864,-0.44869254506844664,01+1-2+2-5+-,0.07499999999998863,0.47055817918722864,-0.44869254506844664
KOI-94,KOI-94 e,2014-05-14,4,0.29662070313234173,0.004,-0.004,13.0,8.15746,-8.15746,0.0,0.23,-0.23,89.76,0.099,-0.097,0.14049999999998875,0.15556670594957006,-0.15430165261590686,05+-,0.14049999999998875,0.15556670594957006,-0.15430165261590686
55 Cnc,55 Cnc e,2021-02-05,5,0.0155655,9e-05,-9e-05,8.09479,0.37,-0.35,0.045,0.034,-0.03,85.4,1.85,-1.55,4.465000000000003,24.55977605761095,-24.588901968164418,05+-,4.465000000000003,24.55977605761095,-24.588901968164418
WASP-18,WASP-18 c,2019-12-02,2,0.035,0.0,0.0,55.2,12.3,-12.3,0.015,0.0,0.0,85.0,2.0,-1.6,0.0,2.8284271247461903,-2.2627416997969525,01+1-3+-4+4-5+-,0.0,2.8284271247461903,-2.2627416997969525
GJ 667 C,GJ 667 C b,2023-12-14,5,0.050215499999999996,0.002,-0.002,5.6305,0.3685,-0.3685,0.15,0.078,-0.078,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
KELT-6,KELT-6 b,2018-04-25,2,0.0804,0.001,-0.001,140.74043,10.170385,-10.329385,0.128,0.11,-0.1,88.81,0.79,-0.91,0.0,1.1172287142747452,-1.2869343417595165,05+-,0.0,1.1172287142747452,-1.2869343417595165
